Time_UTC,Azimuth_deg,Elevation_deg,Range_m,Doppler_Hz
2026-07-04 07:19:53,248.690017055703,1.01277594367705,2385178.40762379,1830.07831889813
2026-07-04 07:19:54,248.590487808998,1.06437652741599,2379695.36061733,1827.86604895515
2026-07-04 07:19:55,248.490485937397,1.11603960128486,2374218.97164056,1825.63642035693
2026-07-04 07:19:56,248.390008798609,1.16776499306357,2368749.30656929,1823.38930179977
2026-07-04 07:19:57,248.28905302806,1.21955291242202,2363286.39065295,1821.12455117183
2026-07-04 07:19:58,248.187615950178,1.27140317422216,2357830.29066637,1818.84203502876
2026-07-04 07:19:59,248.085694637353,1.32331571646854,2352381.06007404,1816.5416156195
2026-07-04 07:20:00,247.983286146432,1.37529046989502,2346938.75283054,1814.22315413657
2026-07-04 07:20:01,247.880387512748,1.42732736107496,2341503.42304379,1811.88651062696
2026-07-04 07:20:02,247.776995761364,1.47942630614621,2336075.1256201,1809.53154414678
2026-07-04 07:20:03,247.673108137996,1.531587085794,2330653.92922948,1807.15811609508
2026-07-04 07:20:04,247.568721146567,1.58380986600616,2325239.86218758,1804.76607632875
2026-07-04 07:20:05,247.463831999999,1.63609441223418,2319832.99414595,1802.3552840487
2026-07-04 07:20:06,247.35843765245,1.68844061364856,2314433.38153923,1799.92559388148
2026-07-04 07:20:07,247.252535042569,1.74084835111317,2309041.08131544,1797.47685936798
2026-07-04 07:20:08,247.146121087317,1.79331750034075,2303656.15059883,1795.00893286795
2026-07-04 07:20:09,247.039192693645,1.84584792548824,2298278.64733545,1792.52166572881
2026-07-04 07:20:10,246.931746745449,1.8984394859865,2292908.62957871,1790.01490808815
2026-07-04 07:20:11,246.823780366288,1.95109189690235,2287546.16968827,1787.48851284328
2026-07-04 07:20:12,246.715289906215,2.00380526690357,2282191.29954258,1784.94232033863
2026-07-04 07:20:13,246.60627245208,2.05657929548657,2276844.09231143,1782.37618115097
2026-07-04 07:20:14,246.496724824767,2.10941380604117,2271504.60809819,1779.7899409774
2026-07-04 07:20:15,246.386643823502,2.16230861567974,2266172.90720754,1777.1834443054
2026-07-04 07:20:16,246.276026237175,2.21526352911158,2260849.05074999,1774.55653458404
2026-07-04 07:20:17,246.164868835219,2.26827834330138,2255533.10015632,1771.9090540804
2026-07-04 07:20:18,246.053168627508,2.32135271170021,2250225.13072909,1769.24084796752
2026-07-04 07:20:19,245.940921834539,2.37448668168917,2244925.17789844,1766.55174813018
2026-07-04 07:20:20,245.828125435645,2.42767988570369,2239633.31812451,1763.84159746977
2026-07-04 07:20:21,245.714776132068,2.48093208304754,2234349.61464577,1761.11023364353
2026-07-04 07:20:22,245.600870612306,2.53424302097982,2229074.13137556,1758.35749321808
2026-07-04 07:20:23,245.48640554566,2.58761243790516,2223806.93256944,1755.58321156387
2026-07-04 07:20:24,245.371377588152,2.64104006015385,2218548.08312769,1752.78722294837
2026-07-04 07:20:25,245.255783375995,2.6945256051883,2213297.64826264,1749.96936042802
2026-07-04 07:20:26,245.139619801262,2.74806864052105,2208055.70728167,1747.12946037986
2026-07-04 07:20:27,245.022882936626,2.80166913352103,2202822.29976458,1744.26734483651
2026-07-04 07:20:28,244.905569637517,2.85532663127229,2197597.50586095,1741.38284776829
2026-07-04 07:20:29,244.787676480259,2.90904080423155,2192381.39299735,1738.47579768539
2026-07-04 07:20:30,244.669200022577,2.9628113125527,2187174.02896966,1735.546021898
2026-07-04 07:20:31,244.550136809661,3.016637802848,2181975.48223984,1732.59334661591
2026-07-04 07:20:32,244.430483367534,3.07051991138141,2176785.82160887,1729.61759683669
2026-07-04 07:20:33,244.310236487287,3.1244571212943,2171605.12989875,1726.6186011962
2026-07-04 07:20:34,244.189392116458,3.1784493190051,2166433.45051499,1723.59617306543
2026-07-04 07:20:35,244.067947010994,3.23249596416631,2161270.86717251,1720.55013868132
2026-07-04 07:20:36,243.945897640473,3.2865966398557,2156117.45098129,1717.48031852846
2026-07-04 07:20:37,243.82324045672,3.3407509172783,2150973.27344518,1714.38653190046
2026-07-04 07:20:38,243.699971899338,3.39495835284381,2145838.40672113,1711.26859699578
2026-07-04 07:20:39,243.576088392804,3.44921848945915,2140712.92347622,1708.12633086814
2026-07-04 07:20:40,243.45158663272,3.50353071551517,2135596.910135,1704.95955449457
2026-07-04 07:20:41,243.326462446056,3.55789482593785,2130490.41403796,1701.7680726249
2026-07-04 07:20:42,243.200712499338,3.61231018033553,2125393.52273512,1698.55170394624
2026-07-04 07:20:43,243.074333160681,3.66677626395748,2120306.31107851,1695.31026101578
2026-07-04 07:20:44,242.947320788782,3.72129254496269,2115228.85466463,1692.04355535434
2026-07-04 07:20:45,242.81967172196,3.77585847961116,2110161.22932942,1688.7513972513
2026-07-04 07:20:46,242.691382291222,3.83047350574011,2105103.51173499,1685.43359600233
2026-07-04 07:20:47,242.562448813216,3.88513704604101,2100055.77904236,1682.08995978478
2026-07-04 07:20:48,242.432867887206,3.93984836510637,2095018.12203637,1678.72030113315
2026-07-04 07:20:49,242.302635217237,3.99460713602709,2089990.59296301,1675.32441526328
2026-07-04 07:20:50,242.171747374605,4.04941259154266,2084973.28367866,1671.90211247486
2026-07-04 07:20:51,242.040200631749,4.10426408584958,2079966.27385039,1668.45319674664
2026-07-04 07:20:52,241.907991241507,4.15916095973363,2074969.64337604,1664.97747085844
2026-07-04 07:20:53,241.775115451358,4.21410253360932,2069983.47299735,1661.47473666039
2026-07-04 07:20:54,241.641569496337,4.26908811076348,2065007.84398005,1657.94479494598
2026-07-04 07:20:55,241.50734990572,4.32411683280126,2060042.85111623,1654.38745130384
2026-07-04 07:20:56,241.372452286655,4.37918825263625,2055088.55103456,1650.80249295909
2026-07-04 07:20:57,241.2368731453,4.43430147559599,2050145.03967928,1647.1897234183
2026-07-04 07:20:58,241.100608678396,4.48945572955654,2045212.40080077,1643.54893951906
2026-07-04 07:20:59,240.963655070122,4.54465022458598,2040290.71861656,1639.87993706773
2026-07-04 07:21:00,240.826008499317,4.5998841494331,2035380.07810068,1636.182510986
2026-07-04 07:21:01,240.687665132119,4.65515667481953,2030480.5646654,1632.45645517516
2026-07-04 07:21:02,240.548621131838,4.7104669487241,2025592.26455505,1628.70156271626
2026-07-04 07:21:03,240.408872968025,4.76581395437608,2020715.27731297,1624.91763200047
2026-07-04 07:21:04,240.268416153585,4.82119709044959,2015849.66466751,1621.10444176006
2026-07-04 07:21:05,240.127247142604,4.87661529811798,2010995.52743226,1617.26178856711
2026-07-04 07:21:06,239.985362071504,4.93206764036448,2006152.95438975,1613.38946200599
2026-07-04 07:21:07,239.842757061084,4.98755316265844,2001322.0345666,1609.48725063155
2026-07-04 07:21:08,239.699428240095,5.04307088211485,1996502.85815287,1605.55494245229
2026-07-04 07:21:09,239.555371719905,5.09861979888257,1991695.51548342,1601.59232443182
2026-07-04 07:21:10,239.410583941685,5.15419874012574,1986900.11046027,1597.59918959154
2026-07-04 07:21:11,239.265060362096,5.20980695028599,1982116.70963123,1593.57531018583
2026-07-04 07:21:12,239.118797408939,5.26544321183307,1977345.41802887,1589.5204776034
2026-07-04 07:21:13,238.971791188948,5.32110642656624,1972586.32894551,1585.43447605429
2026-07-04 07:21:14,238.824037796469,5.37679547645134,1967839.53593697,1581.31708886012
2026-07-04 07:21:15,238.675533334199,5.43250921429315,1963105.13359232,1577.16809889662
2026-07-04 07:21:16,238.526273896357,5.48824647112375,1958383.21687548,1572.98728825924
2026-07-04 07:21:17,238.376255581214,5.54400605056047,1953673.8815773,1568.77443853811
2026-07-04 07:21:18,238.225474823348,5.59978658366549,1948977.23648659,1564.52933787307
2026-07-04 07:21:19,238.073927041636,5.65558711977268,1944293.35365544,1560.25175236221
2026-07-04 07:21:20,237.921608676705,5.71140623514229,1939622.34341807,1555.94146914108
2026-07-04 07:21:21,237.768515823354,5.76724263161617,1934964.30392149,1551.59826752423
2026-07-04 07:21:22,237.61464458954,5.82309497932403,1930319.33435478,1547.22192659874
2026-07-04 07:21:23,237.459991078947,5.87896192417878,1925687.5342941,1542.81222486909
2026-07-04 07:21:24,237.304551403169,5.9348420825489,1921069.00411785,1538.36894053725
2026-07-04 07:21:25,237.148322030413,5.99073389272142,1916463.85719451,1533.89185913423
2026-07-04 07:21:26,236.991298376959,6.0466362153123,1911872.17042513,1529.38074282825
2026-07-04 07:21:27,236.833476925111,6.10254742952767,1907294.05867155,1524.83537657608
2026-07-04 07:21:28,236.674853803441,6.15846603943422,1902729.62474114,1520.25553725071
2026-07-04 07:21:29,236.515425157265,6.2143905156365,1898178.97241665,1515.64100171961
2026-07-04 07:21:30,236.355187140685,6.27031929865076,1893642.20614913,1510.99154669325
2026-07-04 07:21:31,236.194135909437,6.32625080186651,1889119.43078946,1506.30694858819
2026-07-04 07:21:32,236.032268000719,6.38218325385776,1884610.7642533,1501.5869920814
2026-07-04 07:21:33,235.869578870595,6.43811530591617,1880116.28855954,1496.83143730489
2026-07-04 07:21:34,235.706065076018,6.49404512487201,1875636.12292126,1492.04006880113
2026-07-04 07:21:35,235.541722825809,6.54997099611602,1871170.37507284,1487.21266308869
2026-07-04 07:21:36,235.376548338718,6.60589117444234,1866719.15328358,1482.34899669944
2026-07-04 07:21:37,235.210537856787,6.66180387860997,1862282.56676128,1477.44884651027
2026-07-04 07:21:38,235.043687627722,6.71770729857692,1857860.72504747,1472.51198936805
2026-07-04 07:21:39,234.875993923473,6.77359958796558,1853453.73858657,1467.53820254268
2026-07-04 07:21:40,234.707453411784,6.82947871471948,1849061.73041074,1462.52727238044
2026-07-04 07:21:41,234.538061640742,6.8853430713001,1844684.78819619,1457.47895920356
2026-07-04 07:21:42,234.367815318564,6.94119055596846,1840323.03643244,1452.39305013647
2026-07-04 07:21:43,234.196710789286,6.99701918776794,1835976.58802728,1447.26932386989
2026-07-04 07:21:44,234.024744428848,7.05282694675264,1831645.55684865,1442.10755985235
2026-07-04 07:21:45,233.851912625932,7.10861178170628,1827330.0570952,1436.90753787304
2026-07-04 07:21:46,233.678211801278,7.16437160258223,1823030.20385499,1431.66903854926
2026-07-04 07:21:47,233.503638792603,7.22010413022645,1818746.12460434,1426.39185254076
2026-07-04 07:21:48,233.328189285383,7.27580751048192,1814477.9120218,1421.075743207
2026-07-04 07:21:49,233.151860173753,7.33147938962041,1810225.69501592,1415.72050282344
2026-07-04 07:21:50,232.97464798219,7.38711753329862,1805989.59109212,1410.32591509432
2026-07-04 07:21:51,232.79654927348,7.44271966666229,1801769.71862939,1404.89176488308
2026-07-04 07:21:52,232.61756064022,7.49828347783461,1797566.19658596,1399.4178380474
2026-07-04 07:21:53,232.437678701503,7.55380661933507,1793379.14436646,1393.90392139554
2026-07-04 07:21:54,232.256900122156,7.6092867009241,1789208.68233514,1388.34980319376
2026-07-04 07:21:55,232.075222002243,7.66472114279686,1785054.9427643,1382.75528277872
2026-07-04 07:21:56,231.892640260822,7.72010778683071,1780918.02405726,1377.12013093211
2026-07-04 07:21:57,231.709152076383,7.77544397313668,1776798.05989915,1371.44414975902
2026-07-04 07:21:58,231.524754256707,7.83072715796462,1772695.17290683,1365.72713279759
2026-07-04 07:21:59,231.339443660285,7.88595475419599,1768609.48656769,1359.96887538048
2026-07-04 07:22:00,231.153217175938,7.94112413921384,1764541.12463168,1354.16917417314
2026-07-04 07:22:01,230.96607174968,7.99623264521029,1760490.21180378,1348.32782788739
2026-07-04 07:22:02,230.778004787053,8.05127741236783,1756456.88445223,1342.44464746599
2026-07-04 07:22:03,230.589012479448,8.10625600227101,1752441.24568992,1336.51941400848
